,pl,be,uk,ru,bg,sl,cs
194, [???] to marka paliwa silnikowego i powiązanych produktów sprzedawanych przez [???].," [???] — брэнд аўтамабільнага паліва і спадарожных тавараў, якія прадаюць [???]."," [???] — бренд моторного палива та супутніх товарів, що продає [???]."," [???] — торговая марка моторного топлива и сопутствующих товаров, продаваемых [???]."," [???] е марка моторно гориво и свързани продукти, продавани от [???]."," [???] je blagovna znamka motornih goriv in povezanih izdelkov, ki jih prodaja [???].", [???] je značka motorového paliva a souvisejících produktů prodávaná společností [???].
195, [???] jest organizacją międzyrządową 18 państw członkowskich.," [???] — міжурадавая арганізацыя, у якую ўваходзяць 18 дзяржаў-членаў."," [???] є міжурядовою організацією, що складається з 18 держав-членів.", [???] является межправительственной организацией 18 государств-членов., [???] е междуправителствена организация от 18 държави-членки., [???] je medvladna organizacija 18 držav članic., [???] je mezivládní organizace 18 členských států.
196, [???] prawdopodobnie rozwinie się dość szybko w nadchodzących latach.," [???], верагодна, будзе даволі хутка пашырацца ў бліжэйшыя гады."," [???], ймовірно, буде досить швидко розширюватися в найближчі роки."," [???], скорее всего, в ближайшие годы будет довольно быстро расширяться.", [???] вероятно ще се разшири доста бързо през следващите години., [???] se bo v prihodnjih letih verjetno zelo hitro razširilo., [???] se pravděpodobně bude v nadcházejících letech poměrně rychle rozšiřovat.
197, [???] to kolejny godny uwagi zespół., [???] яшчэ адзін прыкметны гурт., [???] ще одна помітна група., [???] — еще одна известная группа., [???] е друга забележителна група., [???] je še en pomemben bend., [???] je další pozoruhodná kapela.
198, [???] jest finansowany z obowiązkowej koncesji dla właścicieli telewizji oraz opłat dla nadawców prywatnych., [???] фінансуецца за кошт абавязковай ліцэнзіі для ўладальнікаў тэлебачання і збораў для прыватных вяшчальнікаў., [???] фінансується за рахунок обов'язкової ліцензії для власників телебачення та плати для приватних мовників., [???] финансируется за счет обязательной лицензии для владельцев телевизоров и сборов для частных вещателей., [???] се финансира чрез задължителен лиценз за собствениците на телевизия и такси за частни оператори., [???] se financira iz obvezne licence za lastnike televizije in pristojbin za zasebne izdajatelje televizijskih programov., [???] je financována prostřednictvím povinné licence pro vlastníky televizí a poplatků pro soukromé vysílatele.
199, [???] jest światowym liderem w telefonii komórkowej., [???] з'яўляецца сусветным лідэрам у галіне мабільнай тэлефаніі., [???] є світовим лідером у сфері мобільної телефонії., [???] является мировым лидером в области мобильной телефонии., [???] е световен лидер в мобилната телефония., [???] je vodilna v svetu mobilne telefonije., [???] je světovým lídrem v oblasti mobilních telefonů.
200, Operacje są sprywatyzowane i obecnie jedynym operatorem jest [???].," Аперацыі прыватызаваныя, і ў цяперашні час адзіным аператарам з'яўляецца [???]."," Операції приватизовані, і наразі єдиним оператором є [???]."," Операции приватизированы, и в настоящее время единственным оператором является [???].", Операциите са приватизирани и в момента единственият оператор е [???]., Poslovanje je privatizirano in trenutno je edini operater [???]., Provozy jsou privatizovány a v současnosti je jediným provozovatelem [???].
201, Jednym z przewidywanych zastosowań [???] jest walka partyzancka na obszarach czasowo zajmowanych przez wroga.," Адным з прагназуемых мэтаў выкарыстання [???] з'яўляецца партызанская вайна ў раёнах, часова акупаваных ворагам."," Одним із запланованих застосувань [???] є партизанська війна в районах, тимчасово окупованих ворогом."," Одно из предполагаемых применений [???] — партизанская война в районах, временно оккупированных противником."," Едно от предвидените употреби на [???] е партизанската война в райони, временно окупирани от врага."," Ena od predvidenih uporab [???] je gverilsko vojskovanje na območjih, ki jih začasno zasede sovražnik.", Jedním z předpokládaných použití [???] je partyzánský boj v oblastech dočasně obsazených nepřítelem.
202," Chociaż poziomy produkcji dają przegląd, historia [???] jest złożona, a różne ruchy kulturowe rozwijają się niezależnie."," Нягледзячы на ​​тое, што ўзроўні вытворчасці даюць агульны агляд, гісторыя [???] складаная, розныя культурныя рухі развіваюцца незалежна адзін ад аднаго."," Хоча рівні виробництва дають загальне уявлення, історія [???] є складною, з різними культурними рухами, що розвиваються незалежно."," Хотя уровни производства дают общее представление, история [???] сложна, и различные культурные движения развиваются независимо."," Въпреки че нивата на производство дават общ поглед, историята на [???] е сложна, с различни културни движения, развиващи се независимо."," Čeprav ravni produkcije dajejo pregled, je zgodovina [???] zapletena, z različnimi kulturnimi gibanji, ki se razvijajo neodvisno."," Ačkoli úrovně produkce poskytují přehled, historie [???] je složitá a různá kulturní hnutí se vyvíjejí nezávisle."
203, Każdy [???] odpowiada za banki członkowskie znajdujące się w jego okręgu.," Кожны [???] адказвае за банкі-члены, размешчаныя ў сваім раёне."," Кожен [???] відповідає за банки-члени, розташовані у своєму окрузі."," Каждый [???] отвечает за банки-члены, расположенные в его округе."," Всяка [???] отговаря за банки-членки, разположени в неговия район."," Vsaka [???] je odgovorna za banke članice, ki se nahajajo v svojem okrožju.", Každý [???] je odpovědný za členské banky umístěné v jeho okrese.
204, W istocie [???] jest monetyzacją długu.," Па сутнасці, [???] манетызуе доўг."," По суті, [???] – це монетизація боргу."," По сути, [???] монетизирует долг.", По същество [???] монетизира дълга., V bistvu [???] monetizira dolg., [???] v podstatě zpeněžuje dluh.
205, [???] jest samofinansujący., [???] фінансуецца самастойна., [???] самофінансується., [???] находится на самофинансировании., [???] се самофинансира., [???] se financira sam., [???] je financována sama.
206, Kluczowym celem [???] jest „wzmocnienie wolności i indywidualnej odpowiedzialności”., Ключавой мэтай [???] з'яўляецца «ўмацаванне свабоды і індывідуальнай адказнасці»., Ключовою метою [???] є «зміцнення свободи та індивідуальної відповідальності»., Ключевой задачей [???] является «укрепление свободы и личной ответственности».," Ключова цел на [???] е ""укрепването на свободата и индивидуалната отговорност""."," Ključni cilj [???] je ""okrepitev svobode in individualne odgovornosti"".", Klíčovým cílem [???] je „posílení svobody a individuální odpovědnosti“.
207, [???] sprzeciwia się zaostrzeniu kodeksu karnego., [???] выступае супраць узмацнення жорсткасці крымінальнага кодэкса., [???] виступає проти посилення кримінального кодексу., [???] выступает против ужесточения уголовного кодекса., [???] се противопоставя на затягане на наказателния кодекс., [???] nasprotuje zaostritvi kazenskega zakonika., [???] je proti zpřísnění trestního zákoníku.
208, Jednym z celów [???] jest promocja edukacji przedszkolnej., Адной з мэтаў [???] з'яўляецца папулярызацыя дашкольнай адукацыі., Однією з цілей [???] є популяризація дошкільної освіти., Одной из задач [???] является популяризация дошкольного образования., Една от целите на [???] е насърчаването на предучилищното образование., Eden od ciljev [???] je spodbujanje predšolske vzgoje., Jedním z cílů [???] je podpora předškolního vzdělávání.
209," [???] to jedyna wciąż aktywna drużyna, która startowała w 1950 roku."," [???] - адзіная яшчэ дзеючая каманда, якая ўдзельнічала ў 1950 годзе."," [???] є єдиною все ще діючою командою, яка змагалася в 1950 році."," [???] - единственная все еще действующая команда, которая соревновалась в 1950 году."," [???] е единственият все още активен отбор, който се състезава през 1950 г."," [???] je edina še aktivna ekipa, ki je tekmovala leta 1950."," [???] je jediný stále aktivní tým, který soutěžil v roce 1950."
210,[???] to podział czegoś na dwie części.,[???] — расшчапленне чаго-небудзь на дзве часткі.,[???] — це розщеплення чогось на дві частини.,[???] — это расщепление чего-либо на две части.,[???] е разделяне на нещо на две части.,[???] je delitev nečesa na dva dela.,[???] je rozdělení něčeho na dvě části.
211," Seria odniosła sukces komercyjny i krytyczny; jest to najlepiej sprzedająca się seria gier wideo [???], z ponad 97 milionami sprzedanych egzemplarzy, i jedna z najlepiej sprzedających się serii gier wideo."," Серыял быў камерцыйна і крытычна паспяховым; гэта [???] самая прадаваная франшыза відэагульняў, прададзеная больш за 97 мільёнаў адзінак, і адна з самых прадаваных франшыз відэагульняў."," Серіал мав комерційний і критичний успіх; це [???] найбільш продавана франшиза відеоігор, продана понад 97 мільйонів одиниць, і одна з найбільш продаваних франшиз відеоігор."," Сериал имел коммерческий успех и успех у критиков; это [???] самая продаваемая франшиза видеоигр, продано более 97 миллионов единиц, и одна из самых продаваемых франшиз видеоигр.", Сериалът е комерсиално и критично успешен; това е най-продаваният франчайз за видеоигри на [???] с повече от 97 милиона продадени бройки и един от най-продаваните франчайзи за видеоигри., Serija je bila komercialno in kritično uspešna; je [???] najbolje prodajana franšiza videoiger z več kot 97 milijoni prodanih enot in ena najbolje prodajanih franšiz videoiger., Série byla komerčně a kriticky úspěšná; je to [???] nejprodávanější franšíza videoher s více než 97 miliony prodaných kusů a jedna z nejprodávanějších franšíz videoher.
212, Pod względem kapitalizacji rynkowej [???] jest największą giełdą papierów wartościowych na świecie., З пункту гледжання рынкавай капіталізацыі [???] з'яўляецца найбуйнейшай фондавай біржай у свеце., За ринковою капіталізацією [???] є найбільшою фондовою біржею у світі.," С точки зрения рыночной капитализации, [???] является крупнейшей фондовой биржей в мире.", По отношение на пазарната капитализация [???] е най-голямата фондова борса в света., Glede na tržno kapitalizacijo je [???] največja borza na svetu., Z hlediska tržní kapitalizace je [???] největší burzou na světě.
213," [???] jest również źródłem wiedzy i informacji oraz pomaga krajom rozwijającym się i krajom w okresie przejściowym w modernizacji i doskonaleniu praktyk w rolnictwie, leśnictwie i rybołówstwie, zapewniając wszystkim dobre odżywianie i bezpieczeństwo żywnościowe."," [???] таксама з'яўляецца крыніцай ведаў і інфармацыі і дапамагае краінам, якія развіваюцца, і краінам з пераходным перыядам мадэрнізаваць і палепшыць практыку сельскай, лясной і рыбалоўнай гаспадаркі, забяспечваючы добрае харчаванне і харчовую бяспеку для ўсіх."," [???] також є джерелом знань та інформації та допомагає країнам, що розвиваються, та країнам із перехідною економікою модернізувати та покращити сільське, лісове та рибне господарство, забезпечуючи належне харчування та продовольчу безпеку для всіх."," [???] также является источником знаний и информации и помогает развивающимся странам и странам с переходной экономикой модернизировать и улучшать методы ведения сельского, лесного и рыбного хозяйства, обеспечивая хорошее питание и продовольственную безопасность для всех."," [???] също е източник на знания и информация и помага на развиващите се страни и страните в преход да модернизират и подобрят практиките в селското, горското и рибарството, като гарантират добро хранене и продоволствена сигурност за всички."," [???] je tudi vir znanja in informacij ter pomaga državam v razvoju in državam v tranziciji posodabljati in izboljšati kmetijske, gozdarske in ribiške prakse ter zagotavlja dobro prehrano in prehransko varnost za vse."," [???] je také zdrojem znalostí a informací a pomáhá rozvojovým zemím a zemím v procesu transformace modernizovat a zlepšovat zemědělské, lesnické a rybářské postupy a zajistit tak dobrou výživu a potravinovou bezpečnost pro všechny."
214," 47% ankietowanych stwierdziło, że [???] jest „głównie konserwatywny”, 14% powiedziało „w większości liberalny”, a 24% powiedziało „ani”."," 47% апытаных сказалі, што [???] ""у асноўным кансерватыўныя"", 14% сказалі, што ""у асноўным ліберальныя"", а 24% сказалі, што ""ні тое, ні іншае""."," 47% опитаних сказали, що [???] є ""переважно консервативним"", 14% сказали ""в основному ліберальним"", а 24% сказали ""ні те, ні інше""."," 47% опрошенных назвали [???] «в основном консервативными», 14% сказали «в основном либеральными», а 24% ответили «ни тем, ни другим»."," 47% от анкетираните казаха, че [???] е ""предимно консервативен"", 14% казаха ""предимно либерален"", а 24% казаха ""нито нито едно""."," 47 % anketiranih je dejalo, da je [???] ""večinoma konzervativen"", 14 % jih je dejalo "" večinoma liberalno "" in 24 % jih je odgovorilo ""ne prav tako."""," 47 % dotázaných uvedlo, že [???] je „většinou konzervativní“, 14 % uvedlo „převážně liberální“ a 24 % uvedlo „ani jedno“."
215, [???] jest zorganizowany w następujący sposób., [???] арганізаваны наступным чынам., [???] організовано таким чином., [???] организован следующим образом., [???] е организиран по следния начин., [???] je organiziran na naslednji način., [???] je organizován následujícím způsobem.
216," Ponieważ około 93% danych przesłanych do [???] jest w tym formacie, UCR wyróżnia się jako publikacja z wyboru, ponieważ większość stanów wymaga od organów ścigania przedstawienia tych danych."," Паколькі каля 93% даных, пададзеных у [???], знаходзяцца ў такім фармаце, UCR вылучаецца ў якасці выдання па выбары, паколькі большасць штатаў патрабуюць ад праваахоўных органаў падаваць гэтыя даныя."," Оскільки близько 93% даних, поданих до [???], містяться в цьому форматі, UCR виділяється як найкраще видання, оскільки більшість штатів вимагають від правоохоронних органів подавати ці дані."," Поскольку около 93% данных, представляемых в [???], представлены в этом формате, UCR выделяется как предпочтительная публикация, поскольку большинство штатов требуют от правоохранительных органов предоставлять эти данные."," Тъй като около 93% от данните, изпратени до [???], са в този формат, UCR се откроява като публикация по избор, тъй като повечето щати изискват от правоприлагащите органи да предоставят тези данни."," Ker je približno 93 % podatkov, predloženih [???], v tej obliki, UCR izstopa kot izbrana publikacija, saj večina držav zahteva, da organi pregona predložijo te podatke."," Vzhledem k tomu, že asi 93 % údajů zaslaných [???] je v tomto formátu, UCR vyniká jako publikační volba, protože většina států vyžaduje, aby tyto údaje předkládaly orgány činné v trestním řízení."
217," Gdy [???] próbuje unowocześnić technologicznie, aby przyjąć większą rolę antyterrorystyczną, zdarzały się sytuacje, w których [???] był analizowany."," Паколькі [???] спробы тэхналагічна мадэрнізаваць, каб узяць на сябе большую ролю ў барацьбе з тэрарызмам, бывалі выпадкі, калі [???] падвяргаліся пільнай увагі."," Оскільки [???] намагається технологічно модернізуватися, щоб взяти на себе більшу роль у боротьбі з тероризмом, були часи, коли [???] ретельно перевіряли."," Поскольку [???] пытается модернизироваться технологически, чтобы взять на себя большую роль в борьбе с терроризмом, были времена, когда [???] подвергался тщательному анализу."," Тъй като [???] се опитва да се модернизира технологично, за да поеме по-голяма роля в борбата с тероризма, имаше моменти, в които [???] се разглеждаше внимателно."," Ko se [???] poskuša tehnološko posodobiti, da bi prevzel večjo vlogo v boju proti terorizmu, so bili časi, ko je [???] pod drobnogledom."," Když se [???] pokouší technologicky modernizovat, aby převzaly větší roli v boji proti terorismu, byly chvíle, kdy je [???] podrobně zkoumán."
218," Powiedział również, że [???] często zbyt szybko ulega presji ze strony linii lotniczych i pilotów. """," Ён таксама сказаў, што [???] часта занадта хутка паддаецца ціску з боку авіякампаній і пілотаў. """," Він також сказав, що [???] часто надто швидко піддається тиску авіакомпаній і пілотів. """," Он также сказал, что [???] часто слишком быстро поддается давлению со стороны авиакомпаний и пилотов. """," Той също така каза, че [???] често е твърде бърз да се огъва под натиска на авиокомпаниите и пилотите. """," Povedal je tudi, da se [???] pogosto prehitro upogne pritisku letalskih družb in pilotov. """," Řekl také, že [???] je často příliš rychlý na to, aby se ohnul tlaku leteckých společností a pilotů. """
219," [???] to organizacja braterska, która powstała z niejasnych początków na przełomie XVI i XVII wieku."," [???] — брацкая арганізацыя, якая ўзнікла з незразумелага паходжання ў канцы 16 — пачатку 17 ст."," [???] — братська організація, яка виникла з незрозумілих витоків наприкінці 16-го на початку 17-го століття."," [???] - это братская организация, возникшая из неясных источников в конце 16 - начале 17 века."," [???] е братска организация, възникнала от неясен произход в края на 16-ти до началото на 17-ти век."," [???] je bratska organizacija, ki je nastala iz neznanega izvora v poznem 16. do zgodnjem 17. stoletju."," [???] je bratrská organizace, která vznikla z nejasných počátků na konci 16. až počátku 17. století."
220," Ze względu na powyższą historię często mówi się, że [???] składa się z dwóch gałęzi nie będących we wzajemnej regularnej przyjaźni:"," У сувязі з вышэйзгаданай гісторыяй часта кажуць, што [???] складаецца з двух галін, якія не знаходзяцца ў рэгулярнай узаемнай дружбе:"," Через наведену вище історію часто кажуть, що [???] складається з двох гілок, які не перебувають у взаємній регулярній дружбі:"," Из-за приведенной выше истории часто говорят, что [???] состоит из двух ветвей, не находящихся во взаимной дружбе:"," Поради горната история, [???] често се казва, че се състои от два клона, които не са в редовна взаимна дружба:"," Zaradi zgornje zgodovine se pogosto reče, da je [???] sestavljen iz dveh vej, ki nista v medsebojni redni prijateljstvu:"," Kvůli výše uvedené historii se [???] často říká, že sestává ze dvou větví, které nejsou ve vzájemném pravidelném přátelství:"
221," Wbrew powszechnemu przekonaniu, dołączenie do [???] nie odbywa się wyłącznie na zaproszenie."," Насуперак распаўсюджанаму памылковаму ўяўленню, далучэнне [???] адбываецца не толькі па запрашэнні."," Всупереч поширеній помилковій думці, приєднання до [???] здійснюється не лише за запрошенням."," Вопреки распространенному заблуждению, присоединиться к [???] можно не только по приглашению."," Противно на общоприетото погрешно схващане, присъединяването към [???] не става само с покана."," V nasprotju s splošnim napačnim prepričanjem, pridružitev [???] ni samo s povabilom.", Na rozdíl od běžné mylné představy není připojení k [???] pouze pozváním.
222, Nawet we współczesnych demokracjach [???] jest czasami postrzegany z nieufnością., Нават у сучасных дэмакратычных краінах да [???] часам глядзяць з недаверам., Навіть у сучасних демократіях іноді до [???] ставляться з недовірою., Даже в современных демократиях на [???] иногда смотрят с недоверием., Дори в съвременните демокрации на [???] понякога се гледа с недоверие., Tudi v sodobnih demokracijah se na [???] včasih gleda z nezaupanjem., I v moderních demokraciích je [???] někdy vnímáno s nedůvěrou.
223, Unihokej w [???] jest nieco zmodyfikowany w stosunku do „zwykłej” formy unihokeja., Флорбол у [???] крыху зменены з «звычайнай» формы флорбола.," Флорбол на [???] дещо змінений від ""звичайної"" форми флорболу.", Флорбол в [???] немного изменен по сравнению с «обычной» формой флорбола., Флорболът на [???] е леко модифициран от 'обикновената' форма на флорбол., Floorball na [???] je nekoliko spremenjen od 'navadne' oblike floorballa., Florbal na [???] je mírně pozměněn od 'normální' formy florbalu.
224, [???] jest kierowany przez krajowy organ wykonawczy składający się z jedenastu członków wybieranych na szczeblu regionalnym oraz z panelu krajowego.," [???] узначальвае нацыянальная выканаўчая ўлада, якая складаецца з адзінаццаці членаў, абраных на рэгіянальнай аснове і на нацыянальнай камісіі."," [???] очолює його національна виконавча влада, яка складається з одинадцяти членів, обраних на регіональній основі та на національній групі."," [???] возглавляет национальный исполнительный орган, состоящий из одиннадцати членов, избираемых на региональной основе и в национальной комиссии."," [???] се ръководи от националната изпълнителна власт, състояща се от единадесет членове, избрани на регионална основа и на национален комитет."," [???] vodi nacionalni izvršni organ, ki ga sestavlja enajst članov, izvoljenih na regionalni osnovi, in v nacionalni svet.", [???] vede jeho národní exekutiva sestávající z jedenácti členů volených na regionálním základě a v celostátním panelu.
225, [???] ma zarobić 200 milionów dolarów na opłatach licencyjnych i reklamach z transakcji.," Чакаецца, што [???] атрымае ад здзелкі 200 мільёнаў долараў ліцэнзійных збораў і рэкламы."," Очікується, що [???] отримає 200 мільйонів доларів на ліцензійних зборах та рекламі від угоди."," Ожидается, что [???] заработает на этой сделке 200 миллионов долларов на лицензионных сборах и рекламе.", [???] се очаква да спечели $200 милиона лицензионни такси и реклама от сделката., [???] naj bi s tem poslom zaslužil 200 milijonov dolarjev licenčnin in oglaševanja.," Očekává se, že [???] z této dohody vydělá 200 milionů dolarů na licenčních poplatcích a reklamě."
226, Jednym z najczęściej ignorowanych i niezrozumiałych aspektów [???] jest sekcja 8., Адным з найбольш часта ігнараваных і няправільна зразумелых аспектаў [???] з'яўляецца раздзел 8.," Одним із аспектів [???], які найчастіше ігноруються та неправильно розуміють, є розділ 8.", Одним из наиболее часто игнорируемых и неправильно понимаемых аспектов [???] является раздел 8., Един от най-често пренебрегваните и неразбрани аспекти на [???] е раздел 8., Eden najpogosteje prezrtih in napačno razumljenih vidikov [???] je razdelek 8., Jedním z nejčastěji ignorovaných a nepochopených aspektů [???] je oddíl 8.
227, [???] jest teraz obserwowany 14 czerwca każdego roku., [???] цяпер адзначаецца 14 чэрвеня кожнага года., [???] тепер відзначається 14 червня кожного року., [???] теперь отмечается 14 июня каждого года., [???] сега се отбелязва на 14 юни всяка година., [???] se zdaj praznuje 14. junija vsako leto., [???] se nyní pozoruje 14. června každého roku.
228, Wdrożenie skomercjalizowane przez [???] w rzeczywistości opiera się na modulacji fazowej., Камерцыялізаваная [???] рэалізацыя фактычна заснавана на фазавай мадуляцыі.," Реалізація, комерціалізована [???], фактично заснована на фазовій модуляції."," Реализация, коммерциализированная [???], на самом деле основана на фазовой модуляции."," Изпълнението, комерсиализирано от [???], всъщност се основава на фазова модулация."," Izvedba, ki jo komercializira [???], dejansko temelji na fazni modulaciji.", Implementace komercializovaná [???] je ve skutečnosti založena na fázové modulaci.
229, Na przykład [???] to wspólne przedsięwzięcie.," Напрыклад, [???] з'яўляецца сумесным прадпрыемствам."," Наприклад, [???] є спільним підприємством."," Например, [???] — это совместное предприятие.", Например [???] е съвместно предприятие.," Na primer, [???] je skupno podjetje.", Například [???] je společný podnik.
230," Ponadto niektórzy ekonomiści argumentowali, że na coraz bardziej złożonym i zróżnicowanym rynku żywności [???] nie jest wyposażony do odpowiedniego regulowania lub kontrolowania żywności."," Акрамя таго, некаторыя эканамісты сцвярджаюць, што ва ўмовах усё больш складанага і разнастайнага харчовага рынку [???] не абсталяваны для адэкватнага рэгулявання або праверкі прадуктаў харчавання."," Крім того, деякі економісти стверджують, що на ринку продуктів харчування, що стає дедалі складнішим і різноманітнішим, [???] не має можливості належним чином регулювати або перевіряти продукти харчування."," Кроме того, некоторые экономисты утверждают, что на все более сложном и разнообразном продовольственном рынке [???] не в состоянии должным образом регулировать или проверять продукты питания."," Освен това някои икономисти твърдят, че във все по-сложния и разнообразен пазар на храни [???] не е оборудван за адекватно регулиране или инспектиране на храните."," Poleg tega so nekateri ekonomisti trdili, da na vse bolj zapletenem in raznolikem trgu hrane [???] ni opremljen za ustrezno regulacijo ali pregledovanje hrane."," Někteří ekonomové navíc tvrdili, že na stále složitějším a rozmanitějším trhu s potravinami není [???] vybavena k adekvátní regulaci nebo kontrole potravin."
231," „[???] osiąga to poprzez dostarczanie zrównoważonych, dokładnych i aktualnych informacji, aby pomóc społeczeństwu zrozumieć i wykorzystać nanotechnologię poprzez działania w zakresie polityki publicznej, publikacje, wytyczne, wydarzenia sieciowe, samouczki, konferencje, mapy drogowe i nagrody.”"," "" [???] дабіваецца гэтага, прадастаўляючы збалансаваную, дакладную і своечасовую інфармацыю, каб дапамагчы грамадству зразумець і выкарыстоўваць нанатэхналогіі праз мерапрыемствы дзяржаўнай палітыкі, публікацыі, рэкамендацыі, сеткавыя мерапрыемствы, навучальныя дапаможнікі, канферэнцыі, дарожныя карты і прызы."""," "" [???] досягає цього, надаючи збалансовану, точну та своєчасну інформацію, щоб допомогти суспільству зрозуміти та використовувати нанотехнології за допомогою заходів державної політики, публікацій, рекомендацій, мережевих заходів, навчальних посібників, конференцій, дорожніх карт і призів."""," «[???] добивается этого, предоставляя сбалансированную, точную и своевременную информацию, чтобы помочь обществу понять и использовать нанотехнологии посредством деятельности в области государственной политики, публикаций, руководств, сетевых мероприятий, учебных пособий, конференций, дорожных карт и призов»."," "" [???] постига това, като предоставя балансирана, точна и навременна информация, за да помогне на обществото да разбере и използва нанотехнологиите чрез дейности по обществена политика, публикации, насоки, мрежови събития, уроци, конференции, пътни карти и награди."""," "" [???] to dosega z zagotavljanjem uravnoteženih, točnih in pravočasnih informacij za pomoč družbi pri razumevanju in uporabi nanotehnologije z dejavnostmi javne politike, publikacijami, smernicami, mrežnimi dogodki, vadnicami, konferencami, načrti in nagradami."""," ""[???] toho dosahuje poskytováním vyvážených, přesných a aktuálních informací, které společnosti pomáhají pochopit a využívat nanotechnologie prostřednictvím činností veřejné politiky, publikací, pokynů, akcí pro vytváření sítí, tutoriálů, konferencí, plánů a cen."""
232," Planowany jest system rozpoznawania mowy w kokpicie dostarczony przez [???], aby poprawić zdolność pilota do obsługi statku powietrznego za pośrednictwem interfejsu obecnej generacji."," Сістэма распазнавання гаворкі ў кабіне, прадастаўленая [???], плануецца, каб палепшыць здольнасць пілота кіраваць самалётам праз інтэрфейс сучаснага пакалення."," Планується, що система розпізнавання мови в кабіні, надана [???], покращить здатність пілота керувати літаком через інтерфейс поточного покоління."," Планируется, что система распознавания речи в кабине экипажа, предоставленная [???], улучшит способность пилота управлять самолетом через интерфейс текущего поколения."," Планирана е система за разпознаване на реч в пилотската кабина, предоставена от [???], за да се подобри способността на пилота да управлява самолета през интерфейса от текущото поколение."," Sistem za prepoznavanje govora v pilotski kabini, ki ga zagotavlja [???], je načrtovan za izboljšanje sposobnosti pilota za upravljanje letala prek vmesnika trenutne generacije.", Systém rozpoznávání řeči v kokpitu poskytovaný [???] je plánován ke zlepšení schopnosti pilota ovládat letadlo přes rozhraní současné generace.
233," Z tego powodu [???] twierdzi, że „manewrowanie jest nieistotne”."," З-за гэтага [???] сцвярджае, што «манеўраванне неістотна»."," Через це [???] стверджує, що «маневрування не має значення»."," Из-за этого [???] утверждает, что «маневрирование не имеет значения»."," Поради това [???] твърди, че "" маневрирането е без значение ""."," Zaradi tega [???] trdi, da je "" manevriranje nepomembno ""."," Z tohoto důvodu [???] tvrdí, že „manévrování je irelevantní“."
234, [???] będzie drugim źródłem dostawcy skrzynek., [???] стане другім пастаўшчыком крыла., [???] буде другим джерелом постачальника крилової коробки., [???] будет вторым поставщиком кессона крыла., [???] ще бъде вторият източник на доставчик на кутията на крилата., [???] bo drugi vir dobavitelja krilne škatle., [???] bude druhým zdrojovým dodavatelem wing boxu.
235," [???] jest wybierany w wyborach bezpośrednich, przez proporcjonalną reprezentację (członkowie mieszani)."," [???] абіраецца шляхам прамых выбараў, шляхам прапарцыйнага прадстаўніцтва (змешаныя члены).", [???] обирається на прямих виборах за пропорційним представництвом (змішані депутати)., [???] избирается путем прямых выборов по пропорциональному представительству (смешанному).," [???] се избира чрез преки избори, чрез пропорционално представителство (смесени членове).", [???] je izvoljen na neposrednih volitvah s proporcionalno zastopanostjo (mešano poslanstvo).," [???] je volen v přímých volbách, poměrným zastoupením (smíšený-člen)."
236," Protestantyzm koncentruje się na północy i wschodzie, a [???] na południu i zachodzie.", Пратэстантызм сканцэнтраваны на поўначы і ўсходзе і [???] сканцэнтраваны на поўдні і захадзе.," Протестантизм зосереджений на півночі та сході, а [???] зосереджений на півдні та заході.", Протестантизм сконцентрирован на севере и востоке и [???] сконцентрирован на юге и западе.," Протестантството е съсредоточено на север и изток, а [???] е съсредоточено на юг и запад."," Protestantizem je skoncentriran na severu in vzhodu, [???] pa na jugu in zahodu.", Protestantismus je soustředěn na severu a východě a [???] je soustředěn na jihu a západě.
237," Niepewność gospodarcza w [???] jest często wymieniana jako jeden z czynników przyczyniających się do przemocy ekstremistycznej, głównie ze strony prawicy politycznej."," Эканамічная нявызначанасць у [???] часта згадваецца як адзін з фактараў, якія спрыяюць экстрэмісцкаму гвалту, у першую чаргу з боку палітычных правых."," Економічна невизначеність у [???] часто згадується як один із факторів, що сприяє екстремістському насильству, насамперед з боку політичних правих."," Экономическая неопределенность в [???] часто упоминается как один из факторов, способствующих экстремистскому насилию, прежде всего со стороны правых политических сил."," Икономическата несигурност в [???] често се посочва като фактор, допринасящ за екстремисткото насилие, предимно от политическата десница."," Gospodarska negotovost v [???] se pogosto navaja kot dejavnik, ki prispeva k ekstremističnemu nasilju, predvsem s strani politične desnice."," Ekonomická nejistota v [???] je často uváděna jako jeden z faktorů přispívajících k extremistickému násilí, především ze strany politické pravice."
