,pl,be,uk,ru,bg,sl,cs
725,Południe [???] jest zdominowane przez pagórkowate i niskie pasma górskie.,На поўдні [???] пераважаюць пагоркі і нізкія горныя хрыбты.,На півдні [???] переважають пагорби та низькі гірські хребти.,На юге [???] преобладают холмистая местность и невысокие горные хребты.,Южна [???] е доминирана от хълмиста местност и ниски планински вериги.,Na jugu [???] prevladujejo hribovite dežele in nizke gorske verige.,Na jihu [???] dominují pahorkatiny a nízké pohoří.
726,[???] traci milion akrów rocznie z powodu pustynnienia.,[???] губляе мільён гектараў у год з-за апустыньвання.,[???] втрачає мільйон акрів на рік через опустелювання.,[???] теряет миллион акров в год из-за опустынивания.,[???] губи милион акра годишно заради опустиняването.,[???] zaradi dezertifikacije izgublja milijon hektarjev na leto.,[???] ztrácí milion akrů ročně kvůli desertifikaci.
727,"[???] ma klimat zdominowany głównie przez pory suche i mokre monsuny, co prowadzi do różnic temperatur zimą i latem.","[???] мае клімат, у якім пераважна пераважаюць сухія сезоны і вільготныя мусоны, што прыводзіць да розніцы тэмператур зімой і летам.","[???] має клімат, у якому переважно переважають сухі сезони та вологі мусони, що призводить до перепадів температур взимку та влітку.","[???] имеет климат, в котором преобладают сухие сезоны и влажные муссоны, что приводит к разнице температур зимой и летом.","[???] има климат, доминиран предимно от сухи сезони и влажни мусони, което води до температурни разлики през зимата и лятото.","[???] ima podnebje, v katerem pretežno prevladujejo suhi letni časi in mokri monsuni, kar vodi do temperaturnih razlik pozimi in poleti.","[???] má klima, kterému dominují především období sucha a vlhké monzuny, což vede k teplotním rozdílům v zimě a v létě."
728,[???] zawiera również różnorodne typy lasów.,[???] змяшчае таксама мноства тыпаў лясоў.,[???] містить також різноманітні типи лісів.,[???] содержит также множество типов леса.,[???] съдържа също разнообразие от видове гори.,[???] vsebuje tudi različne vrste gozdov.,[???] obsahuje také různé typy lesů.
729,"W ciągu ostatniej dekady poczyniono znaczne postępy, a [???] nadal podejmuje wysiłki na rzecz modernizacji swojej armii.","За апошняе дзесяцігоддзе быў дасягнуты вялікі прагрэс, і [???] працягвае прыкладаць намаганні для мадэрнізацыі сваёй арміі.","За останнє десятиліття було досягнуто значного прогресу, і [???] продовжує докладати зусиль для модернізації своїх військових.","За последнее десятилетие был достигнут значительный прогресс, и [???] продолжает прилагать усилия для модернизации своих вооруженных сил.",През последното десетилетие беше постигнат голям напредък и [???] продължава да полага усилия за модернизиране на армията си.,V zadnjem desetletju je bil dosežen velik napredek in [???] si še naprej prizadeva za posodobitev svoje vojske.,V posledním desetiletí bylo dosaženo velkého pokroku a [???] nadále vyvíjí úsilí o modernizaci své armády.
730,"Ze swojej strony [???] twierdzi, że utrzymuje armię wyłącznie do celów obronnych.","З іншага боку, [???] сцвярджае, што ўтрымлівае армію выключна для абарончых мэтаў.","З іншого боку, [???] стверджує, що має армію виключно для оборонних цілей.","Со своей стороны, [???] утверждает, что содержит армию исключительно для оборонительных целей.","От друга страна [???] твърди, че поддържа армия само за отбранителни цели.","Po drugi strani [???] trdi, da vzdržuje vojsko izključno za obrambne namene.","Forits část [???] tvrdí, že udržuje armádu čistě pro obranné účely."
731,"[???] jest czwartym najczęściej odwiedzanym krajem na świecie z 50,9 milionami przyjeżdżających międzynarodowych gości w 2009 roku.","[???] з'яўляецца чацвёртай найбольш наведвальнай краінай у свеце з 50,9 мільёна замежных наведвальнікаў у 2009 годзе.","[???] є четвертою найбільш відвідуваною країною у світі з 50,9 мільйонів іноземних відвідувачів у 2009 році.","[???] является четвертой по посещаемости страной в мире с 50,9 миллионами иностранных посетителей в 2009 году.","[???] е четвъртата най-посещавана страна в света с 50,9 милиона входящи международни посетители през 2009 г.","[???] je četrta najbolj obiskana država na svetu s 50,9 milijona vhodnih mednarodnih obiskovalcev leta 2009.","[???] je čtvrtou nejnavštěvovanější zemí na světě s 50,9 miliony příchozích zahraničních návštěvníků v roce 2009."
732,"[???] również aktywnie rozwija swoje oprogramowanie, przemysł półprzewodników i energetykę, w tym energię odnawialną, taką jak energia wodna, wiatrowa i słoneczna.","[???] таксама актыўна развівае сваё праграмнае забеспячэнне, паўправадніковую і энергетычную галіны, у тым ліку аднаўляльныя крыніцы энергіі, такія як гідра, ветравая і сонечная энергетыка.","[???] також активно розвиває свою галузь програмного забезпечення, напівпровідникової та енергетичної промисловості, включаючи відновлювані джерела енергії, такі як гідро, вітрова та сонячна енергія.","[???] также активно развивает свое программное обеспечение, полупроводниковую и энергетическую отрасли, включая возобновляемые источники энергии, такие как гидроэнергетика, энергия ветра и солнца.","[???] също така активно развива своите софтуерни, полупроводникови и енергийни индустрии, включително възобновяеми енергии като водна, вятърна и слънчева енергия.","[???] prav tako aktivno razvija svojo programsko, polprevodniško in energetsko industrijo, vključno z obnovljivimi viri energije, kot so vodna, vetrna in sončna energija.","[???] také aktivně vyvíjí svůj softwarový, polovodičový a energetický průmysl, včetně obnovitelných energií, jako je vodní, větrná a solární energie."
733,"W celu zmniejszenia zanieczyszczenia z elektrowni opalanych węglem [???] jest pionierem w zakresie wdrażania reaktorów jądrowych ze złożem żwirowym, które są chłodniejsze i bezpieczniejsze oraz mają potencjalne zastosowania w gospodarce wodorowej.","Імкнучыся паменшыць забруджванне ад вугальных электрастанцый, [???] быў першапраходцам у разгортванні ядзерных рэактараў з галечным пластом, якія працуюць больш халаднавата і бяспечней і маюць патэнцыйнае прымяненне для вадароднай эканомікі.","Прагнучи зменшити забруднення від електростанцій, що спалюють вугілля, [???] був піонером у розгортанні ядерних реакторів із гальковим шаром, які працюють прохолодніше та безпечніше та мають потенційне застосування для водневої економіки.","Стремясь уменьшить загрязнение от электростанций, работающих на угле, [???] является пионером в развертывании ядерных реакторов с галечным слоем, которые работают с меньшим нагревом и безопаснее и имеют потенциальное применение в водородной экономике.","В опит да намали замърсяването от електроцентрали, изгарящи въглища, [???] е пионер в разполагането на ядрени реактори с камъче, които работят по-хладно и по-безопасно и имат потенциални приложения за водородната икономика.","V prizadevanju za zmanjšanje onesnaževanja iz elektrarn na premog je [???] pionir v uvedbi jedrskih reaktorjev s prodnatim ležiščem, ki delujejo hladneje in varneje ter imajo potencialno uporabo za gospodarstvo vodika.","Ve snaze snížit znečištění z uhelných elektráren [???] je průkopníkem zavádění jaderných reaktorů s oblázkovým ložem, které běží chladněji a bezpečněji a mají potenciální využití pro vodíkovou ekonomiku."
734,"Z populacją liczącą ponad 1,3 miliarda, [???] jest bardzo zaniepokojony wzrostem liczby ludności i próbował, z mieszanymi rezultatami, wprowadzić ścisłą politykę planowania rodziny.","З насельніцтвам больш за 1,3 мільярда чалавек [???] вельмі занепакоены ростам свайго насельніцтва і спрабаваў з неадназначнымі вынікамі рэалізаваць строгую палітыку планавання сям'і.","З населенням понад 1,3 мільярда [???] дуже стурбований зростанням свого населення і намагався, з неоднозначними результатами, запровадити сувору політику планування сім’ї.","С населением более 1,3 миллиарда человек [???] очень обеспокоен ростом своего населения и пытается, но со смешанными результатами, проводить строгую политику планирования семьи.","С население от над 1,3 милиарда, [???] е много загрижен за нарастването на населението си и се опита със смесени резултати да приложи строга политика за семейно планиране.","Z več kot 1,3 milijarde prebivalcev [???] je zelo zaskrbljen zaradi rasti prebivalstva in je poskušal z mešanimi rezultati izvajati strogo politiko načrtovanja družine.","S populací více než 1,3 miliardy je [???] velmi znepokojena populačním růstem a pokusila se se smíšenými výsledky zavést přísnou politiku plánovaného rodičovství."
735,"Część ceny, jaką [???] płaci za wzrost dobrobytu, to szkody w środowisku.","Частка цаны, якую [???] плаціць за павышэнне дабрабыту, - гэта шкода навакольнаму асяроддзю.","Частиною ціни, яку [???] платить за підвищення процвітання, є шкода навколишньому середовищу.","Часть цены, которую [???] платит за рост благосостояния, — это ущерб окружающей среде.","Част от цената, която [???] плаща за повишен просперитет, е увреждане на околната среда.","Del cene, ki jo [???] plača za večjo blaginjo, je škoda za okolje.","Část ceny [???], kterou platí za zvýšenou prosperitu, je poškození životního prostředí."
736,[???] każdego roku produkuje więcej turbin wiatrowych i paneli słonecznych niż jakikolwiek inny kraj.,"[???] штогод вырабляе больш ветраных турбін і сонечных панэляў, чым любая іншая краіна.","[???] щороку виробляє більше вітрових турбін і сонячних панелей, ніж будь-яка інша країна.","[???] ежегодно производит больше ветряных турбин и солнечных батарей, чем любая другая страна.","[???] произвежда повече вятърни турбини и слънчеви панели всяка година, отколкото всяка друга страна.",[???] vsako leto proizvede več vetrnih turbin in sončnih kolektorjev kot katera koli druga država.,[???] vyrábí každý rok více větrných turbín a solárních panelů než kterákoli jiná země.
737,[???] ma zróżnicowany klimat i geografię oraz zróżnicowaną populację.,"[???] мае разнастайны клімат і геаграфію, а таксама разнастайнае насельніцтва.","[???] має різноманітний клімат і географію, а також різноманітне населення.","[???] имеет разнообразный климат и географию, а также разнообразное население.",[???] има разнообразен климат и география и разнообразно население.,[???] ima raznoliko podnebje in geografijo ter raznoliko prebivalstvo.,[???] má rozmanité klima a geografii a rozmanitou populaci.
738,[???] jest jedną z najbogatszych i najbardziej zróżnicowanych części świata i obejmuje niektóre z najbardziej zagrożonych społeczności ekologicznych.,"[???] з'яўляецца адной з самых багатых і самых разнастайных частак свету, і ўключае ў сябе некаторыя з самых знікаючых экалагічных супольнасцяў.","[???] є однією з найбагатших і найрізноманітніших частин світу, і включає деякі з найбільш загрозливих екологічних спільнот.",[???] является одной из самых богатых и самых разнообразных частей мира и включает в себя некоторые из наиболее исчезающих экологических сообществ.,[???] е една от най-богатите и разнообразни части на света и включва някои от най-застрашените екологични общности.,[???] je eden najbogatejših in najbolj raznolikih delov sveta in vključuje nekatere najbolj ogrožene ekološke skupnosti.,[???] je jednou z nejbohatších a nejrozmanitějších částí světa a zahrnuje některá z nejohroženějších ekologických komunit.
739,"[???] może pochwalić się kilkoma superlatywami w swojej kolekcji flory: największe drzewa, najwyższe drzewa i najstarsze drzewa.","[???] можа пахваліцца некалькімі выдатнымі адзнакамі ў сваёй калекцыі флоры: самыя вялікія дрэвы, самыя высокія дрэвы і самыя старыя дрэвы.","[???] може похвалитися кількома відмінними показниками у своїй колекції флори: найбільші дерева, найвищі дерева та найстаріші дерева.","[???] может похвастаться несколькими превосходными степенями в своей коллекции флоры: самые большие деревья, самые высокие деревья и самые старые деревья.","[???] може да се похвали с няколко суперлатива в колекцията си от флора: най-големите дървета, най-високите дървета и най-старите дървета.","[???] se ponaša z več presežniki v svoji zbirki flore: največja drevesa, najvišja drevesa in najstarejša drevesa.","[???] se může pochlubit několika superlativy ve své sbírce flóry: největší stromy, nejvyšší stromy a nejstarší stromy."
740,[???] jest postrzegany jako jeden z najbardziej zróżnicowanych językowo obszarów na świecie (języki tubylcze wywodzą się z 64 języków źródłowych w 6 rodzinach językowych).,[???] разглядаецца як адна з самых моўна разнастайных абласцей у свеце (мовы карэннага насельніцтва паходзяць з 64 каранёвых моў у 6 моўных сем'ях).,[???] розглядається як одна з найбільш лінгвістично різноманітних областей у світі (мови корінних народів походять із 64 кореневих мов у 6 мовних сім'ях).,[???] считается одной из самых лингвистически разнообразных областей в мире (языки коренных народов произошли от 64 корневых языков в 6 языковых семьях).,[???] се разглежда като една от най-лингвистично разнообразните области в света (местните езици са получени от 64 коренни езика в 6 езикови семейства).,[???] velja za eno jezikovno najbolj raznolikih območij na svetu (avtohtoni jeziki so izhajali iz 64 korenskih jezikov v 6 jezikovnih družinah).,[???] je považována za jednu z lingvisticky nejrozmanitějších oblastí na světě (domorodé jazyky byly odvozeny z 64 kořenových jazyků v 6 jazykových rodinách).
741,[???] od dawna jest przedmiotem zainteresowania opinii publicznej i często jest promowany przez swoich dopalaczy jako rodzaj raju.,[???] доўгі час быў прадметам цікавасці грамадскасці і часта рэкламаваўся сваімі бустерамі як свайго роду рай.,[???] довгий час був предметом інтересу суспільної свідомості і часто пропагований своїми прискорювачами як свого роду рай.,[???] долгое время вызывал интерес у общественности и часто рекламировался его сторонниками как своего рода рай.,[???] отдавна е обект на интерес в общественото съзнание и често е рекламиран от неговите ускорители като вид рай.,[???] je že dolgo predmet zanimanja javnosti in so ga njegovi ojačevalci pogosto promovirali kot nekakšen raj.,[???] je již dlouho předmětem zájmu veřejnosti a často byl svými posilovači propagován jako druh ráje.
742,"[???] nakłada maksymalny podatek dochodowy o zmiennej stawce 9,3 procent, z sześcioma progami podatkowymi, zbierając około 40 miliardów dolarów rocznie.","[???] спаганяе 9,3 працэнта максімальнай зменнай стаўкі падаходнага падатку з шасцю падатковымі групамі, збіраючы каля 40 мільярдаў долараў у год.","[???] стягує 9,3 відсотка максимального податку на прибуток зі змінною ставкою з шістьма податковими групами, збираючи близько 40 мільярдів доларів на рік.","[???] взимает подоходный налог с максимальной переменной ставкой 9,3 процента с шестью налоговыми категориями, собирая около 40 миллиардов долларов в год.","[???] налага 9,3% максимален данък върху доходите с променлива ставка, с шест данъчни групи, събирайки около 40 милиарда долара годишно.","[???] zaračunava najvišjo 9,3-odstotno spremenljivo stopnjo davka na dohodek s šestimi davčnimi razredi in zbere približno 40 milijard dolarjev na leto.","[???] vybírá daň z příjmu s maximální proměnlivou sazbou ve výši 9,3 procenta se šesti daňovými pásmy, přičemž se ročně vybere asi 40 miliard dolarů."
743,"[???] ma stanowy podatek od sprzedaży w wysokości 8,25%, który może wynieść do 10,75% z uwzględnieniem lokalnego podatku od sprzedaży.","[???] мае дзяржаўны падатак з продажаў у памеры 8,25 %, які можа складаць да 10,75 % з улікам мясцовага падатку з продажаў.","[???] має державний податок з продажів у розмірі 8,25 %, який може становити до 10,75 % з урахуванням місцевого податку з продажу.","[???] имеет государственный налог с продаж в размере 8,25 %, который может составлять до 10,75 % с учетом местного налога с продаж.","[???] има държавен данък върху продажбите от 8,25 %, който може да достигне до 10,75 % с включен местен данък върху продажбите.","[???] ima državni prometni davek 8,25 %, kar lahko skupaj z lokalnim prometnim davkom znaša do 10,75 %.","[???] má státní daň z obratu ve výši 8,25 %, která může činit až 10,75 % včetně místní daně z obratu."
744,"Jednak [???] stoi w obliczu deficytu budżetowego w wysokości 26,3 miliarda dolarów w roku budżetowym 2009-2010.","Аднак [???] сутыкаецца з дэфіцытам бюджэту ў памеры 26,3 мільярда даляраў на 2009 -- 2010 бюджэтны год.","Однак [???] стикається з дефіцитом бюджету в розмірі 26,3 мільярдів доларів на 2009 -- 2010 бюджетний рік.","Однако [???] сталкивается с дефицитом бюджета в размере 26,3 миллиарда долларов на 2009 -- 2010 бюджетный год.","Въпреки това [???] е изправен пред бюджетен дефицит от 26,3 милиарда долара за бюджетната 2009 - 2010 година.","Vendar se [???] sooča s proračunskim primanjkljajem v višini 26,3 milijarde dolarjev za proračunsko leto 2009 - 2010.","[???] však čelí rozpočtovému deficitu ve výši 26,3 miliard USD za rozpočtový rok 2009 -- 2010."
745,"[???] stoi w obliczu kolejnej luki budżetowej na rok 2010, z zadłużeniem w wysokości 72 miliardów dolarów.",[???] сутыкаецца з чарговым дэфіцытам бюджэту на 2010 год з доўгам у 72 мільярды долараў.,[???] стикається з черговим бюджетним розривом на 2010 рік із боргом у 72 мільярди доларів.,[???] сталкивается с еще одним бюджетным дефицитом на 2010 год с долгом в размере 72 миллиардов долларов.,[???] е изправен пред друг бюджетен дефицит за 2010 г. със 72 милиарда долара дълг.,[???] se sooča z drugo proračunsko vrzeljo za leto 2010 z 72 milijardami dolarjev dolga.,[???] čelí další rozpočtové propasti na rok 2010 s dluhem 72 miliard dolarů.
746,"[???] pozwala każdej partii politycznej wybrać, czy ma mieć zamknięte prawybory, czy prawybory, w których głosują tylko członkowie partii i niezależni.","[???] дазваляе кожнай палітычнай партыі выбіраць, ці праводзіць праймерыз закрытага тыпу або праймерыз, дзе галасуюць толькі члены партыі і незалежныя кандыдаты.","[???] дозволяє кожній політичній партії вибрати, чи мати закриті праймеріз чи праймеріз, де голосують лише члени партії та незалежні особи.","[???] позволяет каждой политической партии выбирать, проводить ли предварительные выборы закрытые или предварительные выборы, на которых голосуют только члены партии и независимые кандидаты.","[???] позволява на всяка политическа партия да избира дали да има закрити първични избори или първични, където гласуват само членове на партията и независими.","[???] omogoča vsaki politični stranki, da izbere, ali bo imela zaprte predizbore ali primarne, kjer glasujejo samo člani stranke in neodvisni.","[???] umožňuje každé politické straně vybrat si, zda bude mít primární volby uzavřené, nebo primární volby, kde budou hlasovat pouze členové strany a nezávislí."
747,[???] ma specyficzną kulturę polityczną.,[???] мае ідыясінкратычную палітычную культуру.,[???] має своєрідну політичну культуру.,[???] имеет своеобразную политическую культуру.,[???] има идиосинкратична политическа култура.,[???] ima idiosinkratično politično kulturo.,[???] má výstřední politickou kulturu.
748,"[???] ma setki innych prywatnych szkół wyższych i uniwersytetów, w tym wiele instytucji religijnych i instytucji specjalnego przeznaczenia.","[???] мае сотні іншых прыватных каледжаў і універсітэтаў, у тым ліку шмат рэлігійных і спецыяльных устаноў.","[???] має сотні інших приватних коледжів та університетів, у тому числі багато релігійних та спеціальних установ.","[???] имеет сотни других частных колледжей и университетов, в том числе множество религиозных и специализированных учреждений.","[???] има стотици други частни колежи и университети, включително много религиозни и институции със специално предназначение.","[???] ima na stotine drugih zasebnih šol in univerz, vključno s številnimi verskimi in ustanovami za posebne namene.","[???] má stovky dalších soukromých vysokých škol a univerzit, včetně mnoha náboženských a speciálních institucí."
749,[???] od dawna jest również ośrodkiem sportów motorowych i wyścigów samochodowych.,[???] таксама доўгі час быў цэнтрам аўтаспорту і аўтагонак.,[???] також довгий час був центром автоспорту та автоперегонів.,[???] также долгое время был центром автоспорта и автогонок.,[???] също отдавна е център за моторни спортове и автомобилни състезания.,[???] je že dolgo tudi središče za motošport in avtomobilske dirke.,[???] je také již dlouho centrem motoristického sportu a automobilových závodů.
750,[???] odprowadza wodę na obszarze około 258000 mil kwadratowych (670000 km2).,[???] дрэнажуе плошчу каля 258000 квадратных міль (670000 км 2).,[???] осушує площу близько 258 000 квадратних миль (670 000 км 2 ).,[???] осушает площадь около 258000 квадратных миль (670000 км 2 ).,[???] дренира площ от около 258 000 квадратни мили (670 000 km 2).,[???] odvaja površino približno 258000 kvadratnih milj (670000 km 2).,[???] odvodňuje oblast asi 258 000 čtverečních mil ( 670 000 km 2 ).
751,Od 1750 r. [???] doświadczył sześciu wieloletnich susz.,З 1750 года [???] перажылі шэсць шматгадовых засух.,З 1750 року [???] пережила шість багаторічних посух.,С 1750 года [???] пережило шесть многолетних засух.,От 1750 г. [???] е преживял шест многогодишни суши.,Od leta 1750 je [???] doživelo šest večletnih suš.,Od roku 1750 zažilo [???] šest víceletých such.
752,Wielu rolników w centrum [???] buduje tamy na swoich posiadłościach do nawadniania i kontrolowania przymrozków na swoich uprawach.,Многія фермеры ў цэнтры [???] будуюць дамбы на сваёй уласнасці для арашэння і барацьбы з замаразкамі на сваіх пасевах.,Багато фермерів у центрі [???] будують дамби на своїй власності для зрошення та контролю заморозків на своїх посівах.,Многие фермеры в центральных [???] строят плотины на своих участках для ирригации и защиты посевов от заморозков.,Много фермери в централната част на [???] изграждат язовири върху имота си за напояване и за контрол на замръзване на посевите си.,Številni kmetje v osrednji [???] zgradijo jezove na svojem posestvu za namakanje in za nadzor zmrzali na svojih pridelkih.,Mnoho farmářů v centrálním [???] staví na svém pozemku přehrady pro zavlažování a kontrolu mrazu na jejich plodinách.
753,"Dla porównania, [???] spada poniżej 0,65 stopy na milę (12,3 cm/km).","Для параўнання, [???] зніжаецца менш за 0,65 фута за мілю (12,3 см/км).","Для порівняння, [???] падає менше ніж на 0,65 фута на милю (12,3 см/км).","Для сравнения, [???] падает менее чем на 0,65 фута на милю (12,3 см/км).","За сравнение, [???] пада с по-малко от 0,65 фута на миля (12,3 см/км).","Za primerjavo, [???] pade manj kot 0,65 čevljev na miljo (12,3 cm/km).","Pro srovnání, [???] klesá méně než 0,65 stop na míli (12,3 cm/km)."
754,[???] otrzymuje ponad 60 znaczących dopływów.,[???] прымае больш за 60 значных прытокаў.,[???] приймає понад 60 значних приток.,[???] принимает более 60 значительных притоков.,[???] приема повече от 60 значителни притока.,[???] sprejema več kot 60 pomembnih pritokov.,[???] přijímá více než 60 významných přítoků.
755,[???] jest zdecydowanie największym dopływem.,[???] на сённяшні дзень з'яўляецца самым вялікім прытокам.,[???] безумовно найбільша притока.,[???] на сегодняшний день является крупнейшим притоком.,[???] е най-големият приток.,[???] je daleč največji pritok.,[???] je zdaleka největším přítokem.
756,[???] mieści się w kilku dobrze określonych regionach geograficznych.,[???] належыць да некалькіх дакладна вызначаных геаграфічных рэгіёнаў.,[???] належить до кількох чітко визначених географічних регіонів.,[???] попадает в несколько четко определенных географических регионов.,[???] попада в няколко добре дефинирани географски региона.,[???] spada v več dobro opredeljenih geografskih regij.,[???] spadá do několika dobře definovaných geografických oblastí.
757,Granicę morską z [???] utrudnia nierozwiązany spór o suwerenność wysp przybrzeżnych.,Марская мяжа з [???] абцяжарана нявырашанай спрэчкай аб суверэнітэце афшорных выспаў.,Морський кордон із [???] заважає невирішеній суперечці про суверенітет офшорних островів.,Морской границе с [???] мешает нерешенный спор о суверенитете прибрежных островов.,Морската граница с [???] е възпрепятствана от неразрешен спор за суверенитета на офшорните острови.,Morsko mejo z [???] ovira nerešen spor glede suverenosti priobalnih otokov.,Námořní hranici s [???] brzdí nevyřešený spor o suverenitu pobřežních ostrovů.
758,Problem zapobiegania zawaleniu się konstrukcji wspornikowych w [???] pozostaje poważnym problemem dla współczesnej konserwacji.,Праблема прадухілення абвальвання карпусоў у [???] застаецца сур'ёзнай для сучаснай кансервацыі.,Проблема запобігання обвалу конструкцій у [???] залишається серйозною для сучасної консервації.,Проблема предотвращения обрушения выступающих конструкций на [???] остается серьезной для современной консервации.,Проблемът за предотвратяване на срутване на корбелирани структури в [???] остава сериозен за съвременната консервация.,Problem preprečevanja propadanja korbelnih struktur pri [???] ostaja resen za sodobno konservatorstvo.,Problém zabránění zhroucení korbelových konstrukcí v [???] zůstává vážným problémem pro moderní konzervaci.
759,[???] ma kilka galaktyk i gromad.,[???] мае некалькі галактык і скопішчаў.,[???] має кілька галактик і скупчень.,[???] имеет несколько галактик и скоплений.,[???] има няколко галактики и купове.,[???] ima več galaksij in kopic.,[???] má několik galaxií a kup.
760,[???] jest domem dla ponad 200 różnych grup językowych.,[???] з'яўляецца домам для больш чым 200 розных моўных груп.,[???] є домом для понад 200 різних мовних груп.,[???] является домом для более чем 200 различных языковых групп.,[???] е дом на над 200 различни езикови групи.,[???] je dom več kot 200 različnim jezikovnim skupinam.,[???] je domovem více než 200 různých lingvistických skupin.
761,"[???] jest podzielony na pięć głównych stref geograficznych wyróżniających się dominującymi cechami fizycznymi, klimatycznymi i wegetatywnymi.","[???] дзеліцца на пяць асноўных геаграфічных зон, якія адрозніваюцца дамінуючымі фізічнымі, кліматычнымі і расліннымі асаблівасцямі.","[???] ділиться на п'ять основних географічних зон, що відрізняються домінуючими фізичними, кліматичними та рослинними особливостями.","[???] делится на пять основных географических зон, отличающихся доминирующими физическими, климатическими и растительными особенностями.","[???] е разделен на пет големи географски зони, отличаващи се с доминиращи физически, климатични и растителни характеристики.","[???] je razdeljen na pet glavnih geografskih con, ki jih ločijo prevladujoče fizične, podnebne in vegetativne značilnosti.","[???] je rozdělen do pěti hlavních geografických zón, které se liší dominantními fyzickými, klimatickými a vegetativními rysy."
762,[???] ma cztery wzory drenażu.,[???] мае чатыры схемы дрэнажу.,[???] має чотири схеми дренажу.,[???] имеет четыре схемы дренажа.,[???] има четири модела на дренаж.,[???] ima štiri vzorce drenaže.,[???] má čtyři vzory odvodnění.
763,"[???] posiada znaczne zasoby mineralne, ale nie są one ekstensywnie eksploatowane.","[???] валодае значнымі мінеральнымі рэсурсамі, але яны не экстэнсіўна здабываюцца.","[???] володіє значними мінеральними ресурсами, але вони не видобуваються інтенсивно.","[???] обладает значительными минеральными ресурсами, но они не широко добываются.","[???] притежава значителни минерални ресурси, но те не се добиват широко.","[???] ima znatne mineralne vire, vendar se ti ne izkopavajo v veliki meri.","[???] vlastní značné nerostné zdroje, ale ty nejsou extenzivně těženy."
764,Lotnisko w [???] jest teraz zamknięte.,Аэрапорт у [???] зараз зачынены.,Аеропорт [???] зараз закритий.,Аэропорт в [???] сейчас закрыт.,Летището в [???] вече е затворено.,Letališče [???] je zdaj zaprto.,Letiště v [???] je nyní uzavřeno.
765,[???] charakteryzuje się wysokim poziomem wolności religijnej i różnorodności.,[???] мае высокі ўзровень рэлігійнай свабоды і разнастайнасці.,[???] має високий рівень релігійної свободи та різноманітності.,[???] имеет высокий уровень религиозной свободы и разнообразия.,[???] има високо ниво на религиозна свобода и разнообразие.,[???] ima visoko stopnjo verske svobode in raznolikosti.,[???] má vysokou úroveň náboženské svobody a rozmanitosti.
766,"[???] obejmuje około 250 odrębnych grup etnicznych, które mogą być uformowane w pięć dużych podziałów regionalno-kulturowych:","[???] уключае прыкладна 250 розных этнічных груп, якія могуць быць сфарміраваны ў пяць вялікіх рэгіянальна-культурных падзелаў:","[???] включає приблизно 250 окремих етнічних груп, які можуть бути сформовані на п'ять великих регіонально-культурних підрозділів:","[???] включает примерно 250 различных этнических групп, которые можно разделить на пять крупных региональных и культурных подразделений:","[???] се състои от приблизително 250 различни етнически групи, които могат да бъдат оформени в пет големи регионално-културни подразделения:","[???] obsega približno 250 različnih etničnih skupin, ki jih je mogoče oblikovati v pet velikih regionalno-kulturnih oddelkov:","[???] zahrnuje odhadem 250 odlišných etnických skupin, které mohou být formovány do pěti velkých regionálních-kulturních divizí:"
767,"Wszystkie trzy wyspy oferują nurkowanie, a [???] jest domem dla kilku miejsc do nurkowania z rurką, gdzie turyści mogą pływać z płaszczkami.","Усе тры выспы прапануюць падводнае плаванне, а [???] з'яўляюцца домам для некалькіх месцаў для падводнага плавання, дзе турысты могуць плаваць са скатамі.","Усі три острови пропонують підводне плавання, а [???] є домом для кількох місць для підводного плавання, де туристи можуть плавати зі скатами.","На всех трех островах можно заняться подводным плаванием, а на [???] есть несколько мест для снорклинга, где туристы могут поплавать со скатами.","И трите острова предлагат гмуркане, а [???] са дом на няколко места за гмуркане с шнорхел, където туристите могат да плуват със скатове.","Vsi trije otoki ponujajo potapljanje, na [???] pa je več lokacij za potapljanje, kjer lahko turisti plavajo z rati.","Všechny tři ostrovy nabízejí potápění a [???] je domovem několika míst pro šnorchlování, kde si turisté mohou zaplavat s rejnoky."
768,[???] mają linię brzegową o długości 99 mil (159 km).,Берагавая лінія [???] мае 99 міль (159 км).,[???] має берегову лінію 99 миль (159 км).,[???] имеет береговую линию 99 миль (159 км).,[???] има брегова линия от 99 мили (159 км).,[???] ima obalo 99 milj (159 km).,[???] má pobřeží 99 mil (159 km).
769,"[???] zajmuje powierzchnię prawie 623 000 km² i ma szacunkową populację około 4,4 miliona w 2008 roku.","[???] займае плошчу амаль 623 000 км², і паводле ацэнак насельніцтва на 2008 год складае каля 4,4 мільёна чалавек.","[???] займає площу майже 623 000 км² і має приблизно 4,4 мільйона населення на 2008 рік.","[???] занимает территорию площадью почти 623 000 км², а его население по состоянию на 2008 год оценивается примерно в 4,4 миллиона человек.","[???] обхваща земна площ от почти 623 000 km² и има приблизително население от около 4,4 милиона според 2008 г.","[???] pokriva površino skoraj 623.000 km² in ima po ocenah približno 4,4 milijona prebivalcev po letu 2008.","[???] pokrývá rozlohu téměř 623 000 km² a má odhadovanou populaci asi 4,4 milionu k roku 2008."
