,pl,be,uk,ru,bg,sl,cs
558,"Utrzymuje stosunki dyplomatyczne z ponad 85 krajami, z których 63 ma stałe przedstawicielstwa [loc].","Ён падтрымлівае дыпламатычныя адносіны з больш чым 85 краінамі, з якіх 63 маюць пастаяннае прадстаўніцтва [loc].","Він підтримує дипломатичні відносини з більш ніж 85 країнами, з яких 63 мають постійні представництва [loc].","Поддерживает дипломатические отношения более чем с 85 странами, из которых 63 имеют постоянные представительства [loc].","Поддържа дипломатически отношения с повече от 85 държави, от които 63 имат постоянно представителство [loc].","Vzdržuje diplomatske odnose z več kot 85 državami, od tega jih ima 63 stalno predstavništvo [loc].","Udržuje diplomatické styky s více než 85 zeměmi, z nichž 63 má stálé zastoupení [loc]."
559,Teledysk został nakręcony [loc] i został wydany z opóźnieniem po wydaniu albumu.,Музычнае відэа было знята [loc] і было выпушчана са спазненнем пасля выхаду альбома.,Відео було знято [loc] і було опубліковано із запізненням після виходу альбому.,Музыкальное видео было снято [loc] и выпущено с опозданием после выхода альбома.,Музикалното видео е заснето [loc] и е пуснато със закъснение след издаването на албума.,Glasbeni video je bil posnet [loc] in je bil izdan pozno po izidu albuma.,Hudební video bylo natočeno [loc] a bylo vydáno pozdě po vydání alba.
560,Kiedy jednak szlachta przybyła [loc] wszyscy zostali aresztowani.,"Аднак, калі шляхціцы прыбылі [loc], усе яны былі арыштаваныя.","Однак, коли шляхтичі прибули [loc], їх усіх заарештували.","Однако, когда дворяне прибыли [loc], все они были арестованы.","Въпреки това, когато благородниците пристигнаха [loc], всички те бяха арестувани.","Ko pa so plemiči prispeli [loc], so bili vsi aretirani.","Když však šlechtici dorazili [do ???], byli všichni zatčeni."
561,"Szacuje się, że całkowita liczba broni palnej [loc] wynosi około 17 milionów, z czego 9 milionów nie jest zarejestrowanych.","Лічыцца, што агульная колькасць агнястрэльнай зброі [loc] складае каля 17 мільёнаў, з іх 9 мільёнаў незарэгістравана.","Вважається, що загальна кількість вогнепальної зброї [loc] становить близько 17 мільйонів, з яких 9 мільйонів не зареєстровані.","Считается, что общее количество огнестрельного оружия [loc] составляет около 17 миллионов, из которых 9 миллионов не зарегистрированы.","Общият брой на огнестрелните оръжия [loc] се смята за около 17 милиона, като 9 милиона от тях са нерегистрирани.","Skupno število strelnega orožja [loc] naj bi bilo okoli 17 milijonov, od tega 9 milijonov neregistriranih.","Celkový počet střelných zbraní [loc] se odhaduje na přibližně 17 milionů, přičemž 9 milionů z nich je neregistrovaných."
562,Z 293 miejscami widownia była najmniejsza [loc].,З 293 месцамі пляцоўка была самай маленькай [loc].,На 293 місця це місце було найменшим [loc].,Зал на 293 места был самым маленьким [loc].,С 293 места мястото беше най-малкото [loc].,Z 293 sedeži je bilo prizorišče najmanjše [loc].,S 293 místy bylo místo konání nejmenší [loc].
563,"Istnieją 64 dystrykty [loc], każdy dalej podzielony na upazila (okręgi) lub thanę.","Ёсць 64 раёны [loc], кожны далей падзелены на ўпазіла (падраёны) або тана.","Є 64 райони [loc], кожен далі підрозділяється на упазила (підрайони) або тана.","Есть 64 района [loc], каждый из которых далее подразделяется на упазила (подрайоны) или тана.","Има 64 области [loc], всеки допълнително подразделен на упазила (подрайони) или тана.","Obstaja 64 okrožij [loc], vsak je nadalje razdeljen na upazila (podokrožja) ali thana.","Existuje 64 okresů [loc], z nichž každý se dále dělí na upazila (podokresy) nebo thana."
564,"Faksy cyfrowe po raz pierwszy stały się popularne [loc], gdzie miały wyraźną przewagę nad konkurencyjnymi technologiami, takimi jak teledrukarka, ponieważ w tamtym czasie (przed opracowaniem łatwych w użyciu edytorów metod wprowadzania tekstu) pisanie odręczne było szybsze. niż wpisywać znaki.","Лічбавыя факсы ўпершыню сталі папулярнымі [loc], дзе яны мелі відавочнае перавага перад канкуруючымі тэхналогіямі, такімі як тэлепрынтар, бо ў той час (да распрацоўкі простых у выкарыстанні рэдактараў метадаў уводу) пісаць кандзі было хутчэй. чым набраць сімвалы.","Цифрові факсимільні апарати вперше стали популярними [loc], де вони мали явну перевагу перед конкуруючими технологіями, такими як телепринтер, оскільки в той час (до розробки простих у використанні редакторів методів введення) було швидше писати кандзі від руки. ніж вводити символи.","Цифровые факсимильные аппараты впервые стали популярными [loc], где они имели явное преимущество перед конкурирующими технологиями, такими как телетайп, поскольку в то время (до разработки простых в использовании редакторов методов ввода) было быстрее писать кандзи от руки. чем вводить символы.","Цифровите факс машини за първи път станаха популярни [loc], където имаха явно предимство пред конкурентните технологии като телепринтера, тъй като по онова време (преди разработването на лесни за използване редактори на методи за въвеждане) беше по-бързо да се пише канджи отколкото да въвеждате знаците.","Digitalni faksi so najprej postali priljubljeni [loc], kjer so imeli očitno prednost pred konkurenčnimi tehnologijami, kot je teleprinter, saj je bilo v tistem času (pred razvojem urejevalnikov metod vnosa, ki so enostavni za uporabo) hitreje pisati kanji. kot vtipkati znake.","Digitální faxy se poprvé staly populárními [v???], kde měly jasnou výhodu oproti konkurenčním technologiím, jako je dálnopis, protože v té době (před vývojem snadno použitelných editorů vstupní metody) bylo rychlejší ruční psaní kanji než psát znaky."
565,"Nie jest to jednak jednolita praktyka, ponieważ na przykład [loc] ciało zostaje pochowane w niebie i pozostawione na szczycie góry.","Гэта не з'яўляецца адзінай практыкай, аднак, так як [loc], напрыклад, цела пахаваюць на небе і пакідаюць на вяршыні гары.","Однак це не є єдиною практикою, оскільки [loc], наприклад, тіло поховали на небі і залишили на вершині гори.","Однако это не единая практика, так как [loc], например, тело хоронят в небе и оставляют на вершине горы.","Това обаче не е унифицирана практика, тъй като [loc] например тялото е погребано на небето и е оставено на планински връх.","Vendar to ni enotna praksa, saj [loc] na primer telo pokopljejo na nebu in ga pustijo na vrhu gore.","Toto však není jednotná praxe, protože například [loc] je tělo pochováno do nebe a ponecháno na vrcholu hory."
566,"Jest to jeden z największych festiwali kulturalnych [loc], który w ciągu 3 dni przyciąga ponad 3 miliony odwiedzających.","Гэта адзін з найбуйнейшых культурных фестываляў [loc], які прыцягвае больш за 3 мільёны наведвальнікаў на працягу 3 дзён.","Це один із найбільших культурних фестивалів [loc], який приваблює понад 3 мільйони відвідувачів протягом 3 днів.","Это один из крупнейших культурных фестивалей [loc], который привлекает более 3 миллионов посетителей в течение 3 дней.","Това е един от най-големите културни фестивали [loc], който привлича повече от 3 милиона посетители за период от 3 дни.","Je eden največjih kulturnih festivalov [loc], ki v 3 dneh privabi več kot 3 milijone obiskovalcev.","Je to jeden z největších kulturních festivalů [loc], který během 3 dnů přiláká více než 3 miliony návštěvníků."
567,We wczesnych latach działki ziemi były często wymieniane na pędy lub przegrywane przez górników [loc].,У першыя гады зямельныя ўчасткі часта гандлявалі на зерне або ў азартныя гульні шахцёры [loc].,У перші роки земельні ділянки часто обмінювали на корзину або грали шахтарі [loc].,В первые годы земельные участки часто продавались за добычу или проигрывались горняками [loc].,В първите години парцели земя често се търгуват срещу залагания или залагани от миньори [loc].,V zgodnjih letih so rudarji (v ???) pogosto trgovali z zemljišči za kos ali pa so jih igrali na srečo.,V prvních letech byly pozemky často vyměňovány za sázky nebo je prohazovali horníci [loc].
568,Urodził się w ???].,Ён нарадзіўся [loc].,Він народився в ???].,Он родился в ???].,Той е роден [loc].,Rojen je bil v ???].,Narodil se v ???].
569,"Powstanie [loc] zakończyło się marszem do stolicy, a znaczna część armii raczej zdezerterowała niż stawiała opór.","Паўстанне [loc] завяршылася паходам на сталіцу, і большая частка арміі хутчэй дэзерціравала, чым супраціўлялася.","Повстання [loc] завершилося походом до столиці, і значна частина армії дезертирувала, а не чинила опір.","Восстание [loc] завершилось походом на столицу, и большая часть армии скорее дезертировала, чем сопротивлялась.","Въстание [loc] кулминира с поход към столицата и голяма част от армията дезертира, вместо да се съпротивлява.","Vstaja [loc] je dosegla vrhunec s pohodom na prestolnico in velik del vojske je zapustil, namesto da bi se uprl.","Povstání [loc] vyvrcholilo pochodem do hlavního města a velká část armády spíše dezertovala, než aby se postavila."
570,"Minister spraw zagranicznych każdego kraju przywrócił oficjalne stosunki dyplomatyczne [loc] podpisując dokument opisujący ducha braterstwa, który od dawna łączy oba narody.","Міністры замежных спраў кожнай краіны аднавілі афіцыйныя дыпламатычныя адносіны [loc], падпісаўшы дакумент, які апісвае дух братэрства, які доўгі час звязваў абодва народы.","Міністри закордонних справ кожної країни відновили офіційні дипломатичні відносини [loc], підписавши документ, що описує дух братерства, який давно пов’язує обидві країни.","Министр иностранных дел каждой страны восстановил официальные дипломатические отношения [loc], подписав документ, описывающий дух братства, который издавна связывает обе страны.","Министърът на външните работи на всяка страна възстанови официални дипломатически отношения [през ???], като подписа документ, описващ дух на братство, който отдавна свързва двете нации.","Zunanji ministri vsake države so ponovno vzpostavili uradne diplomatske odnose [loc] s podpisom dokumenta, ki opisuje duh bratstva, ki že dolgo povezuje oba naroda.","Ministři zahraničí každé země obnovili oficiální diplomatické vztahy [loc] podpisem dokumentu popisujícího ducha bratrství, který oba národy již dlouho spojuje."
571,"Jak dotąd korupcja i faworyzowanie, brak długoterminowej stabilności politycznej oraz brak przejrzystego procesu budżetowania nadal osłabiają zainteresowanie inwestorów zagranicznych dużymi projektami [loc].","Да гэтага часу карупцыя і фаварытызм, адсутнасць доўгатэрміновай палітычнай стабільнасці і адсутнасць празрыстага бюджэтнага працэсу па-ранейшаму зніжаюць цікавасць замежных інвестараў да буйных праектаў [loc].","Поки що корупція та фаворитизм, відсутність довгострокової політичної стабільності та відсутність прозорого процесу бюджетування продовжують пригнічувати інтерес іноземних інвесторів до великих проектів [loc].","До сих пор коррупция и фаворитизм, отсутствие долгосрочной политической стабильности и отсутствие прозрачного процесса составления бюджета продолжают снижать интерес иностранных инвесторов к крупным проектам [loc].","Досега корупцията и фаворизирането, липсата на дългосрочна политическа стабилност и липсата на прозрачен бюджетен процес продължават да намаляват интереса на чуждестранните инвеститори към големи проекти [loc].","Zaenkrat korupcija in favoriziranje, pomanjkanje dolgoročne politične stabilnosti in pomanjkanje preglednega proračunskega procesa še naprej zmanjšujejo zanimanje tujih vlagateljev za velike projekte [loc].","Korupce a zvýhodňování, nedostatečná dlouhodobá politická stabilita a nedostatek transparentního rozpočtového procesu zatím nadále tlumí zájem zahraničních investorů o velké projekty [loc]."
572,"Niewielka liczba dzieci [loc] została wychowana na dwujęzycznych native speakerów, a język ten jest nauczany w wielu szkołach.","Невялікая колькасць дзяцей [loc] выхоўваецца ў двухмоўных носьбітах мовы, і мова выкладаецца ў многіх школах.","Невелику кількість дітей [loc] виховують двомовними носіями мови, і мова викладається в багатьох школах.","Небольшое количество детей [loc] воспитываются как двуязычные носители языка, и этот язык преподается во многих школах.",Малък брой деца [loc] са възпитани да бъдат двуезични носители на езика и езикът се преподава в много училища.,"Majhno število otrok [loc] je bilo vzgojenih v dvojezične materne govorce, jezik pa se poučuje v številnih šolah.",Malý počet dětí [loc] byl vychován jako bilingvní rodilí mluvčí a tento jazyk se vyučuje na mnoha školách.
573,"Pod względem malowniczości miejsce to nie dorównuje [loc], a do ich źródeł warto prześledzić trzy piękne akwedukty.","Па маляўнічасці ўчастак не роўны [loc], і варта прасачыць тры выдатныя вадаправоды да іх вытокаў.","За мальовничістю місце не зрівняється [loc], і варто простежити три чудові акведуки до їх джерел.","По живописности место не имеет себе равных [loc], и стоит проследить три прекрасных акведука до их истоков.",За живописност обектът не е равен [loc] и си струва да проследим трите фини акведукта до техните източници.,"Po slikovitosti najdišče ni enako [loc], zato je vredno zaslediti tri fine akvadukte do njihovih izvirov.",Kvůli malebnosti se toto místo nevyrovná [loc] a stojí za to vysledovat tři krásné akvadukty k jejich zdrojům.
574,Na początku XX wieku ewolucja była powszechnie akceptowana i zaczęto ją nauczać [loc] szkołach publicznych.,Да пачатку дваццатага стагоддзя эвалюцыя атрымала шырокае прызнанне і стала выкладацца [loc] дзяржаўных школах.,На початку двадцятого століття еволюція була широко прийнята і починала викладатися [loc] державних школах.,"К началу двадцатого века теория эволюции получила широкое признание, и ее начали преподавать [loc] государственных школах.",До началото на двадесети век еволюцията е широко приета и започва да се преподава [loc] държавни училища.,Do začetka dvajsetega stoletja je bila evolucija splošno sprejeta in se je začela poučevati [loc] javnih šolah.,Na začátku dvacátého století byla evoluce široce přijímána a začala se vyučovat [na ???] veřejných školách.
575,Istnieją teraz również w strukturach szpitalnych [loc] dla tej grupy osób,Для гэтай групы людзей цяпер таксама ёсць у бальнічных структурах [loc].,Для цієї групи людей зараз також є в лікарняних структурах [loc].,Теперь есть и в больничных структурах [loc] для этой группы людей,Сега има и болнични структури [loc] за тази група хора,Zdaj so tudi v bolnišničnih strukturah [loc] za to skupino ljudi,Pro tuto skupinu lidí jsou nyní také v nemocničních strukturách [loc]
576,Zdolność do przeciwstawiania się wielu antybiotykom stosowanym przeciwko dżumie została dotychczas odkryta tylko w jednym przypadku choroby [loc].,"Здольнасць супрацьстаяць многім антыбіётыкам, якія выкарыстоўваюцца супраць чумы, пакуль выяўлена толькі ў адным выпадку захворвання [loc].","Здатність протистояти багатьом антибіотикам, які використовуються проти чуми, поки виявлено лише в одному випадку захворювання [loc].","Способность противостоять многим антибиотикам, применяемым против чумы, обнаружена пока только в одном случае болезни [loc].","Способността да се противопоставят на много от антибиотиците, използвани срещу чума, е установена досега само в единичен случай на заболяването [loc].","Sposobnost, da se uprejo številnim antibiotikom, ki se uporabljajo proti kugi, so doslej ugotovili le v enem primeru bolezni [loc].",Schopnost odolat mnoha antibiotikům používaným proti moru byla dosud nalezena pouze v jediném případě onemocnění [loc].
577,Przeżyła męża o jakieś osiem lat i zmarła w 1775 r. w klasztorze [loc].,Яна перажыла свайго мужа прыкладна на восем гадоў і памерла ў 1775 годзе ў манастыры [loc].,Вона пережила свого чоловіка приблизно на вісім років і померла в 1775 році в монастирі [в ???).,Она пережила своего мужа примерно на восемь лет и умерла в 1775 году в монастыре [loc].,Тя надживява съпруга си с около осем години и умира през 1775 г. в манастир [loc].,Svojega moža je preživela za kakšnih osem let in umrla leta 1775 v samostanu [loc].,Přežila svého manžela o nějakých osm let a zemřela v roce 1775 v klášteře [loc].
578,"Ogólnie rzecz biorąc, wydawca książek nie ma obowiązku przypisywania numeru ISBN ani nie jest konieczne, aby książka wyświetlała swój numer ( z wyjątkiem [loc]; patrz poniżej ).","Як правіла, кнігавыдавец не абавязаны прысвойваць ISBN, а таксама не абавязкова, каб кніга адлюстроўвала свой нумар (за выключэннем [loc]; гл. ніжэй).","Як правило, книговидавець не зобов’язаний призначати ISBN, а також не обов’язково, щоб книга відображала свій номер (за винятком [loc]; див. нижче).","Как правило, книжному издателю не требуется присваивать ISBN, а также не обязательно, чтобы книга отображала свой номер (за исключением [loc]; см. ниже).","Обикновено от издателя на книгата не се изисква да присвоява ISBN, нито е необходимо книгата да показва номера си (освен [loc]; вижте по-долу).","Na splošno knjižnemu založniku ni treba dodeliti oznake ISBN, niti ni potrebno, da knjiga prikazuje svojo številko (razen [loc]; glej spodaj).","Obecně platí, že vydavatel knihy nemusí přidělovat ISBN, ani není nutné, aby kniha zobrazovala své číslo (kromě [loc]; viz níže)."
579,"Wniosek o wezwanie może złożyć każda kobieta samotna, wdowa lub zamężna mieszkająca bez męża, a nieistotne jest, gdzie urodzi się dziecko [loc].","Любая жанчына-адзіночка, удава або замужняя жанчына, якая жыве асобна ад свайго мужа, можа падаць заяўку на выклік, пры гэтым не мае значэння, дзе нараджаецца дзіця, пры ўмове, што яно нарадзілася [loc].","Будь-яка жінка, яка є самотньою, вдовою чи заміжньою жінкою, яка проживає окремо від чоловіка, може подати заяву про виклик, при цьому не має значення, де народилася дитина, за умови, що вона народилася [loc].","Любая незамужняя женщина, вдова или замужняя женщина, живущая отдельно от мужа, может подать заявление о вызове, и не имеет значения, где рожден ребенок, если он рожден [loc].","Всяка жена, която е неомъжена, вдовица или омъжена жена, която живее отделно от съпруга си, може да подаде молба за призоваване и е без значение къде е родено детето, при условие че е родено [loc].","Vsaka ženska, ki je samska, vdova ali poročena ženska, ki živi ločeno od moža, lahko vloži vlogo za vabilo, pri čemer ni pomembno, kje se je otrok rodil, pod pogojem, da je rojen [loc].","Žádost o předvolání může podat každá žena, která je svobodná, vdova nebo vdaná žena žijící odděleně od manžela, přičemž nezáleží na tom, kde je dítě zplozeno, pokud se narodilo [loc]."
580,Po raz pierwszy została wykonana [loc] 9 marca 1930 r.,Упершыню ён быў выкананы [loc] 9 сакавіка 1930 года.,Вперше було виконано [loc] 9 березня 1930 року.,Впервые он был исполнен [loc] 9 марта 1930 года.,За първи път е изпълнен [loc] на 9 март 1930 г.,Prvič je bila izvedena [loc] 9. marca 1930.,Poprvé byla provedena [loc] dne 9. března 1930.
581,"W 2009 roku naukowcy [loc] ogłosili, że z powodzeniem przenieśli gen do gatunku naczelnych (marmozet) i po raz pierwszy stworzyli stabilną linię hodowlaną transgenicznych naczelnych.","У 2009 годзе навукоўцы [loc] абвясцілі, што яны паспяхова перанеслі ген у віды прыматаў (мармазетак) і ўпершыню выпусцілі стабільную лінію размнажэння трансгенных прыматаў.","У 2009 році вчені [loc] оголосили, що вони успішно перенесли ген у вид приматів (мармозеток) і вперше створили стабільну лінію розмноження трансгенних приматів.","В 2009 году ученые [loc] объявили, что они успешно перенесли ген в вид приматов (мартышек) и впервые создали стабильную линию размножения трансгенных приматов.","През 2009 г. учените [loc] обявиха, че успешно са прехвърлили ген в вид примати (мармозети) и са създали стабилна линия от размножаващи се трансгенни примати за първи път.","Leta 2009 so znanstveniki [loc] objavili, da so uspešno prenesli gen v vrsto primatov (marmozetke) in prvič ustvarili stabilno linijo plemenskih transgenih primatov.","V roce 2009 vědci [loc] oznámili, že úspěšně přenesli gen do druhu primátů (kosmanů) a poprvé vytvořili stabilní linii chovných transgenních primátů."
582,"Łoś, renifer i zając są pospolitą zwierzyną [loc].","Лась, паўночны алень і заяц - звычайная дзічына [loc].","Лось, північний олень та заєць – це звичайна дичина [loc].","Лось, северный олень и заяц — обычная дичь [loc].","Лос, северен елен и заек са обикновена дивеч [loc].","Losi, severni jeleni in zajci so običajna divjad [loc].","Losi, sobi a zajíci jsou běžnou zvěří [loc]."
583,"Może nie być ruchu w obszarach stojących, gdzie drzewa mogą osiedlać się na powierzchniowych osadach osadowych, takich jak [loc].","Можа не быць руху ў застойных раёнах, дзе дрэвы могуць замацавацца на паверхневых адкладах, такіх як [loc].","У застійних ділянках, де дерева можуть закріпитися на поверхневих відкладеннях відкладень, таких як [loc], може не бути руху.","В застойных районах движения может не быть, где деревья могут прижиться на поверхностных отложениях, таких как [loc].","Може да няма движение в застойни области, където дърветата могат да се установят върху повърхностни утайки като [loc].","Na stagnirajočih območjih, kjer se drevesa lahko ustalijo na površinskih usedlinah, kot je [loc], morda ne bo gibanja.","Ve stojatých oblastech, kde se stromy mohou usadit na povrchových sedimentech, jako je [loc], nemusí docházet k žádnému pohybu."
584,Znani ludzie urodzeni [loc]:,"Вядомыя людзі, якія нарадзіліся [loc]:","Відомі люди, народжені [loc]:","Известные люди, родившиеся [loc]:","Известни хора, родени [loc]:","Pomembni ljudje, rojeni [loc]:",Pozoruhodní lidé narození [loc]:
585,"Znaczki znakomicie ilustrują, że nawet po dwudziestu latach weterani służby [loc] nadal uważają swoją służbę tam za jeden ze szczytowych momentów swojego życia.","Маркі цудоўна ілюструюць, што нават праз дваццаць гадоў ветэраны службы [loc] па-ранейшаму лічаць сваю службу адным з самых высокіх момантаў свайго жыцця.","Марки чудово ілюструють, що навіть через двадцять років ветерани служби [loc] все ще вважають свою службу там одним із найвищих моментів свого життя.","Штампы прекрасно иллюстрируют, что даже через двадцать лет ветераны службы [loc] по-прежнему считают свою службу там одним из лучших моментов своей жизни.","Печатите прекрасно илюстрират, че дори двадесет години по-късно, ветераните от службата [loc] все още смятат службата си там за един от най-високите точки в живота си.","Žigi čudovito ponazarjajo, da tudi dvajset let pozneje veterani služenja [loc] še vedno štejejo svojo tamkajšnjo službo za eno od najvišjih točk svojega življenja.","Známky skvěle ilustrují, že i po dvaceti letech služební veteráni [loc] stále považují svou službu tam za jeden z vrcholů svého života."
586,"Muzyce ludowej [loc] często towarzyszy ektara, instrument jednostrunowy.","Народная музыка [loc] часта суправаджаецца эктара, аднаструнным інструментам.","Народна музика [loc] часто супроводжується ектарою, однострунним інструментом.","Народная музыка [loc] часто сопровождается эктарой, однострунным инструментом.","Народната музика [loc] често е придружена от ектара, еднострунен инструмент.","Ljudsko glasbo [loc] pogosto spremlja ektara, enostrunsko glasbilo.","Lidová hudba [loc] je často doprovázena ektarou, jednostrunným nástrojem."
587,Tylko osiem gmin [loc] jest podzielonych na gminy.,Толькі восем муніцыпалітэтаў [loc] падзеленыя на раёны.,Лише вісім муніципалітетів [loc] поділені на райони.,Только восемь муниципалитетов [loc] разделены на районы.,Само осем общини [loc] са разделени на квартали.,Samo osem občin [loc] je razdeljenih na okrožja.,Pouze osm obcí [loc] je rozděleno na městské části.
588,Mniej więcej w tym samym czasie pojawił się inspirowany disco elektroniczny styl muzyki tanecznej zwany house music [loc].,"Прыкладна ў той жа час [loc] з'явіўся электронны стыль танцавальнай музыкі пад уплывам дыскатэкі, які называецца хаўс-музыкай.","Приблизно в цей же час виник електронний стиль танцювальної музики під впливом диско, який називається хаус-музикою [loc].","Примерно в то же время появился электронный стиль танцевальной музыки с влиянием диско, называемый хаус-музыкой [loc].","Приблизително по същото време се появява повлияният от диско електронен стил на денс музика, наречен хаус музика.","Približno v istem času se je pojavil [loc] elektronski slog plesne glasbe, imenovan house glasba, pod vplivom diskoteke.",Přibližně ve stejné době se objevil diskotékou ovlivněný elektronický styl taneční hudby zvaný house music [loc].
589,Standardy zdrowotne [loc] znacznie się poprawiły od lat 80-tych.,Стандарты аховы здароўя [loc] значна палепшыліся з 1980-х гадоў.,"Починаючи з 1980-х років, стандарти охорони здоров’я [loc] значно покращилися.",Стандарты здравоохранения [loc] значительно улучшились с 1980-х годов.,Здравните стандарти [loc] са се подобрили значително от 80-те години на миналия век.,Zdravstveni standardi [loc] so se od osemdesetih let prejšnjega stoletja močno izboljšali.,Zdravotní standardy [loc] se od 80. let výrazně zlepšily.
590,"Raport zauważa, że ​​ciężar biednych imigrantów nie rodzi się jednakowo między państwami i jest najcięższy [loc].","У дакладзе адзначаецца, што цяжар бедных імігрантаў не нараджаецца ў аднолькавай ступені сярод дзяржаў, а найбольш цяжкі [loc].","У доповіді зазначається, що тягар бідних іммігрантів не однаково народжується між державами і є найбільш важким [loc].","В докладе отмечается, что бремя бедных иммигрантов ложится неравномерно по государствам и является наиболее тяжелым [loc].","Докладът отбелязва, че бремето на бедните имигранти не се ражда еднакво между държавите и е най-тежко [loc].","Poročilo ugotavlja, da se breme revnih priseljencev ne rodi enako med državami in je najtežje [loc].","Zpráva uvádí, že břemeno chudých přistěhovalců se nerodí mezi státy rovnoměrně a je nejtěžší [loc]."
591,"Podobnie jak [loc], rząd jest często oskarżany o „czyszczenie statystyk bezrobocia” przez programy szkolenia zawodowego.","Як і [loc], урад часта абвінавачваюць у «чыстцы статыстыкі беспрацоўя» праграмамі прафесійнага навучання.","Так само, як [loc], уряд часто звинувачують у «очищенні статистики безробіття» програмами професійного навчання.","Как и [loc], правительство часто обвиняют в «чистке статистики безработицы» программами профессионального обучения.","Подобно на [loc], правителството често е обвинявано в „изчистване на статистиката за безработицата“ чрез програми за професионално обучение.","Podobno kot [loc] je vlada pogosto obtožena ""čiščenja statistike brezposelnosti"" s programi poklicnega usposabljanja.",Podobně jako v [???] je vláda často obviňována z „čištění statistik nezaměstnanosti“ programy odborného vzdělávání.
592,Jest największym [loc].,Гэта самы вялікі [loc].,Він є найбільшим [loc].,Это самый большой [loc].,Той е най-големият [loc].,Je največji [loc].,Je největší [loc].
593,Ta firma miała siedzibę [loc].,Гэтая кампанія была заснаваная [loc].,Ця компанія була заснована [loc].,Эта компания была основана [loc].,Тази компания е базирана [loc].,To podjetje je imelo sedež [loc].,Tato společnost měla sídlo [loc].
594,Większość ruchu w lotnictwie ogólnym jest również [loc].,Большасць агульных авіяперавозак таксама [loc].,Більшість загальних авіаційних перевезень також [loc].,Большая часть авиаперевозок общего назначения также находится [loc].,По-голямата част от общия авиационен трафик също е [loc].,Večina splošnega letalskega prometa je tudi [loc].,Většina všeobecného leteckého provozu je také [loc].
595,Wiele miast i miasteczek [loc] i na całym świecie nadal używa broni.,Многія гарады і пасёлкі [loc] і ва ўсім свеце па-ранейшаму выкарыстоўваюць зброю.,Багато міст [loc] і по всьому світу все ще використовують зброю.,Многие города и поселки [loc] и по всему миру до сих пор используют оружие.,Много градове [loc] и по света все още използват оръжие.,Številna mesta [loc] in po svetu še vedno uporabljajo orožje.,Mnoho měst a obcí [loc] a po celém světě stále používá zbraně.
596,"Został również wezwany do sądu [loc] za zaszczepienie się przeciwko ospie, procedura, która w tamtym czasie wymagała sankcji miejskich selekcjonerów.","Яго таксама выклікалі ў суд [loc] за прышчэпку ад воспы, працэдура, якая ў той час патрабавала санкцыі гарадскіх выбаршчыкаў.","Його також викликали до суду [loc] за щеплення від віспи, процедура, яка в той час вимагала санкції міських обранців.","Он также был вызван в суд [loc] за прививку от оспы, процедура, которая в то время требовала санкции городских выборщиков.","Той беше призован и в съда [loc] за ваксинация срещу едра шарка, процедура, която по това време изискваше санкцията на градските селекционери.","Poklican je bil tudi na sodišče [loc] zaradi cepljenja proti črnim kozam, postopek, ki je takrat zahteval sankcije mestnih izbrancev.","Byl také předvolán k soudu [loc] za to, že se naočkoval proti neštovicím, což byl postup, který v té době vyžadoval souhlas městských výběrčích."
597,Jego centrum to największy obszar wolny od samochodów [loc].,Яе цэнтр - самая вялікая зона без аўтамабіляў [loc].,Його центр — найбільша територія без автомобілів [loc].,Его центр — самая большая зона без автомобилей [loc].,Неговият център е най-голямата зона без автомобили [loc].,Njegovo središče je največje območje brez avtomobilov [loc].,Jeho střed je největší oblastí bez aut [loc].
598,"Przekonał się o bezsensowności zwycięstw militarnych [loc], „…chyba że przyniosły one rzeczywistość polityczną, która przetrwa nasze ostateczne wycofanie”.","Ён пераканаўся ў бессэнсоўнасці ваенных перамог [loc], «...калі яны не прынеслі палітычную рэальнасць, якая магла б перажыць наш канчатковы выхад».","Він переконався в безглуздості військових перемог [loc], «...якщо вони не створили політичну реальність, яка могла б пережити наш остаточний відхід».","Он убедился в бессмысленности военных побед [loc], «...если только они не привели к политической реальности, способной пережить наш окончательный отход».","Той се убеди в безсмислеността на военните победи [loc], „... освен ако не доведат до политическа реалност, която би могла да оцелее при окончателното ни изтегляне“.","Prepričan je bil o nesmiselnosti vojaških zmag [loc], ""...če niso prinesle politične realnosti, ki bi lahko preživela naš končni umik"".","Přesvědčil se o nesmyslnosti vojenských vítězství [loc], „... pokud nepřinesly politickou realitu, která by mohla přežít naše konečné stažení“."
599,Niektóre godne uwagi osoby urodzone [loc] to:,"Некаторыя вядомыя людзі, якія нарадзіліся [loc]:","Деякі відомі люди, народжені [loc]:","Некоторые известные люди, родившиеся [loc]:","Някои забележителни хора, родени [loc] са:","Nekateri pomembni ljudje, rojeni [loc], so:",Někteří pozoruhodní lidé narození [loc] jsou:
